cas_number,name,english_name,brand,specification,initial_quantity,unit,quantity,price,order_reason,applicant,order_time
100-01-6,4-硝基苯胺,"	4-Nitroaniline",Amethyst,25 g,25,g,1,46.75,running_out,chenlei,
154970-45-3,,"
tert-Butyl 5-norbornene-2-carboxylate",百灵威,5g,5,g,1,56,not_stocked,wangchen,
7529-22-8,4-甲基吗啉-4-氧化物,4-Methylmorpholine 4-oxide,欣恒研,25 g,25,g,1,41.8,running_out,zhangziyao,
12148-71-9,"
甲氧基(环辛二烯)合铱二聚体","	Bis(1,5-cyclooctadiene)dimethoxydiiridium	",毕得,250mg,250,mg,1,267.75,running_out,gengshihan,
12354-84-6,二氯(五甲基环戊二烯基)合铱(III)二聚体,Dichloro(pentamethylcyclopentadienyl)iridium(III) dimer,毕得,250mg,250,mg,1,336,running_out,gengshihan,
636-82-8,,1-Cyclohexene-1-carboxylic acid,毕得,5g,5,g,1,343.5,running_out,admin,
,纳米氧化铜,,伊诺凯,5g,5,g,1,416,not_stocked,wangchen,
928-92-7,"
(E)-4-己烯-1-醇","
(E)-4-Hexen-1-ol",百灵威,1g,1,g,1,213,not_stocked,wangchen,
358-23-6,三氟甲磺酸酐, Trifluoromethanesulfonic anhydride,毕得,25g x 2,25,g,2,42,running_out,zhuminghui,
14075-53-7,氟硼酸钾 ,Potassium tetrafluoroborate,毕得,25,,,1,22.5,not_stocked,chenlei,
113118-83-5,5-甲氧基-吡啶-3-甲醛,5-Methoxynicotinaldehyde,毕得,1g,1,g,1,61.5,not_stocked,zhangcaifang,
21339-55-9,1-甲基-L-色氨酸,,毕得,1g,1,g,1,145,not_stocked,zhaoxinyi,
18448-47-0,,Methyl 1-cyclohexene-1-carboxylate,毕得,10g,10,g,1,411,running_out,wangchen,
82113-65-3,双三氟甲烷磺酰亚胺,TRIFLUOROMETHANESULFONIMIDE,毕得,5g,5,g,1,37.5,running_out,lichao,
98-88-4,苯甲酰氯,Benzoyl chloride,百灵威J&K,100ml,100,mL,1,84.2,degraded,lvbin,
23687-25-4,4-氨基异喹啉,,毕得,2g,2,g,1,159,not_stocked,wangyachong,
766-39-2,"
2,3-二甲基马来酸酐",,毕得,25g,25,g,1,58.5,running_out,wangyachong,
462-08-8,,3-Aminopyridine,百灵威,25g,25,g,1,59.5,degraded,wangyachong,
4363-93-3,"
4-喹啉甲醛",4-Quinolinecarboxaldehyde,欣恒研,1g,1,g,1,58,not_stocked,wangyachong,
17452-27-6,,"
3-PYRIDYL ISOTHIOCYANATE",毕得,2g,2,g,1,175.5,not_stocked,wangyachong,
5339-85-5,,,毕得,10g,10,g,1,54.75,running_out,wanghongye,
599-69-9,"N,N-二甲基对甲苯磺酰胺","N,N,4-Trimethylbenzenesulfonamide",毕得,1g,1,g,1,231,running_out,wanghongye,
14075-53-7,氟硼酸钾,Potassium tetrafluoroborate,毕得,100 g,100,g,1,68.85,running_out,chenlei,
73602-61-6,三乙胺三氢氟酸盐,Triethylamine trihydrofluoride,Amethyst,25 g,25,g,1,51,running_out,chenlei,
4648-54-8,叠氮基三甲基硅烷,"	TMSN3",Aladdin,100mL,100,mL,1,381.65,not_stocked,chengzengrui,
1885-29-6,2-氨基苯甲腈,2-Aminobenzonitrile,毕得,25g,25,g,1,66.75,running_out,chengzengrui,
26830-96-6,4-甲基-2-氨基苯甲腈,2-Amino-4-methylbenzonitrile,"	毕得医药",5g,5,g,1,111,running_out,chengzengrui,
583-55-1,,,,25 g,25,g,1,38,not_stocked,admin,
,"2,2,3,3,3-五氟-1-丙醇","2,2,3,3,3-Pentafluoro-1-propanol",毕得,25g,25,g,1,117,running_out,dairongheng,
2968-93-6,2-(4-(三氟甲基)苯基)乙醇,2-(4-(Trifluoromethyl)phenyl)ethanol,毕得,1g,1,g,1,198,running_out,dairongheng,
526-55-6,3-(2-羟乙基)吲哚,3-Indoleethanol,毕得,5g,5,g,1,111,not_stocked,dairongheng,
20880-92-6,,,毕得,10g,10,g,1,41,not_stocked,dairongheng,
83067-20-3,5-(叔丁基二甲基硅杂氧基)-1-戊醇,5-((tert-Butyldimethylsilyl)oxy)pentan-1-ol,毕得,1g,1,g,1,195,not_stocked,dairongheng,
2162-31-4,2-((四氢-2H-吡喃-2-基)氧基)乙醇,2-((Tetrahydro-2H-pyran-2-yl)oxy)ethanol,毕得,1g,1,g,1,198,not_stocked,dairongheng,
83345-11-3,N-(4-(2-羟乙基)苯基)乙酰胺,N-(4-(2-Hydroxyethyl)phenyl)acetamide,毕得,1g,1,g,1,313,running_out,dairongheng,
104060-23-3,N-Boc-2-(4-氨基苯基)乙醇,N-Boc-2-(4-Aminophenyl)ethanol,毕得,1g,1,g,1,121,running_out,dairongheng,
118-48-9,靛红酸酐,Isatoic Anhydride,欣恒研,25g,25,g,1,46.55,running_out,chengzengrui,
6638-79-5,二甲羟胺盐酸盐,"N,O-Dimethylhydroxylamine hydrochloride",毕得,25g,25,g,1,22.5,running_out,chengzengrui,
3800/6/4,2-氨基-4'-氟二苯甲酮,2-Amino-4'-fluorobenzophenot_stocked,毕得,,,,1,,not_stocked,chengzengrui,
7783-99-5,亚硝酸银,,乐研,10g,10,g,1,153,running_out,dairongheng,
61072-56-8,"
2-氟-4-氯苯甲醛","
4-Chloro-2-fluorobenzaldehyde",毕得,25g,25,g,1,99,not_stocked,xuguofeng,
135242-93-2,"
(1-甲基-1H-1,2,4-三唑-3-基)甲醇","(1-Methyl-1H-[1,2,4]triazol-3-yl)methanol",毕得,5g,5,g,1,1042.5,not_stocked,xuguofeng,
1609-86-5,叔丁基异氰酸酯,"
tert-Butyl isocyanate",虹湖联合,25mL,25,mL,1,87.55,not_stocked,xuguofeng,
1071-37-0,乙基异硫脲氢溴酸盐,Ethyl carbamimidothioate hydrobromide,毕得,5g,5,g,1,138,not_stocked,xuguofeng,
931-49-7,1-乙炔基-环己烷,1-ETHYNYLCYCLOHEXENE,毕得,5g,5,g,1,129,degraded,wangchen,
321-38-0,1-氟萘,"	1-Fluoronaphthalene",毕得,25g,25,g,1,29.25,not_stocked,chenlei,
196799-45-8,"2,3-二氢苯并呋喃-7-甲醛","2,3-Dihydrobenzofuran-7-carbaldehyde",乐研,250 mg,250,mg,1,220,running_out,zhangcaifang,
113118-81-3,5-溴吡啶-3-甲醛,5-Bromonicotinaldehyde,毕得,10 g,10,g,1,172.5,not_stocked,zhangcaifang,
72716-87-1,2-甲氧基吡啶-4-醛,2-Methoxyisonicotinaldehyde,毕得,1 g,1,g,1,153,not_stocked,zhangcaifang,
1150617-54-1,"6-溴-1H-吡唑并[4,3-B]吡啶","6-Bromo-1H-pyrazolo[4,3-b]pyridine",毕得,1g,1,g,1,186,not_stocked,xuguofeng,
356560-80-0,"6-溴-[1,2,4]三唑并[1,5-A]吡啶","6-Bromo-[1,2,4]triazolo[1,5-a]pyridine",毕得,1g,1,g,1,93.75,not_stocked,xuguofeng,
175463-32-8,1-Boc-3-氰基-4-吡咯烷酮,tert-Butyl 3-cyano-4-oxopyrrolidine-1-carboxylate,毕得,5g,5,g,1,39,not_stocked,xuguofeng,
1073-62-7,苄基肼单盐酸盐,BenzylhydrazineMonohydrochloride,虹湖联合,5g,5,g,1,130.5,not_stocked,xuguofeng,
558-42-9,1-氯-2-甲基-2-丙醇,"	1-Chloro-2-methyl-2-propanol",毕得,5g,5,g,1,22.5,not_stocked,xuguofeng,
2075-46-9,4-硝基吡唑,4-Nitro-1H-pyrazole,毕得,10g,10,g,1,30,not_stocked,xuguofeng,
4248-19-5,氨基甲酸叔丁酯,氨基甲酸叔丁酯,毕得,25g,25,g,1,33,not_found,xuguofeng,
115652-52-3,1-氨基环丙甲醇 盐酸盐,(1-Aminocyclopropyl)methanol hydrochloride,毕得,1g,1,g,1,81,not_stocked,xuguofeng,
20781-20-8,"2,4-二甲氧基苯甲胺","2,4-Dimethoxyphenyl)methanamine",毕得,10g,10,g,1,41.25,not_stocked,xuguofeng,
5952-92-1,1-甲基-4-吡唑甲酸,1-Methyl-1H-pyrazole-4-carboxylic acid,毕得,250mg,250,mg,1,22.5,not_stocked,xuguofeng,
29241-62-1,5-溴-6-氯烟酸,5-Bromo-6-chloronicotinic acid,毕得,5g,5,g,1,93,running_out,xuguofeng,
143-66-8,四苯硼钠,Sodium tetraphenylborate,毕得,25g,25,g,1,54,not_found,lvbin,
3597-91-9,4-联苯甲醇,"[1,1'-Biphenyl]-4-ylmethanol",毕得,25g,25,g,1,45,not_found,lvbin,
1592-38-7,2-萘甲醇,2-Naphthalenemethanol,毕得,10g,10,g,1,72,not_stocked,lvbin,
4780-79-4,1-萘甲醇,Naphthalen-1-ylmethanol,毕得,10g,10,g,1,48,not_stocked,lvbin,
,"氯化氢, 30%乙醇溶液","Hydrogen chloride, 30% solution in ethanol, in resealable bottle",伊诺凯,100 mL,100,mL,1,98.1,not_stocked,chengzengrui,
498-66-8,,,百灵威,25G,25,g,1,57.8,running_out,zhangziyao,
12650-69-0,"莫匹罗星
",Mupirocin,毕得,5g,5,g,1,219,not_stocked,zhuminghui,
24280-93-1,"	霉酚酸","Mycophenolic acid
",毕得,10g,10,g,1,75,running_out,zhuminghui,
64169-67-1,"5-氰基-1-(4-氟苯基)-1,3-二氢化-异苯并呋喃","1-(4-Fluorophenyl)-1,3-dihydro isobenzofuran-5-carbonitile
",毕得,1g,1,g,1,167,not_stocked,zhuminghui,
2680/3/7,"
	N,N-二甲基丙烯酰胺","N,N-Dimethylacrylamide",毕得,25g,25,g,1,22,not_stocked,zhuminghui,
98-59-9,对甲苯磺酰氯,,百灵威,100g,100,g,1,57,not_found,zhaoxinyi,
1109-15-5,"	三(五氟苯基)硼烷","	Tris(perfluorophenyl)borane",毕得,1g,1,g,1,75,running_out,gengshihan,
89151-44-0,N-Boc-4-哌啶乙醇,N-Boc-4-Piperidineethanol,毕得,5g,5,g,1,78,running_out,dairongheng,
63478-76-2,6-庚炔醇,6-Heptyn-1-ol,毕得,5g,5,g,1,123,not_stocked,dairongheng,
5754-34-7,"4-(2-羟基乙基)-2,2-二甲基-1,3-二氧戊环","2-(2,2-Dimethyl-1,3-dioxolan-4-yl)ethanol",毕得,1g,1,g,1,99,not_stocked,dairongheng,
69395-13-7,4-(2-羟基乙基)苯甲腈,4-(2-Hydroxyethyl)benzonitrile,毕得,1g,1,g,1,143,not_stocked,dairongheng,
,5-羟基戊醛,5-Hydroxypentanal,毕得,1g,1,g,1,200,not_stocked,dairongheng,
13224-84-5,5-(三甲基硅烷基)-4-戊炔-1-醇,5-(Trimethylsilyl)pent-4-yn-1-ol,毕得,1g,1,g,1,108,not_stocked,dairongheng,
429-41-4,四丁基氟化铵,Tetrabutylammonium fluoride,毕得,10g,10,g,1,30.08,not_stocked,wanghongye,
4928-88-5,"1,2,4-三氮唑-3-羧酸甲酯",,毕得,25g,25,g,1,39.75,not_stocked,xuguofeng,
157911-56-3,"2,4,5-三氟溴苄","2,4,5-Trifluorobenzyl bromide",毕得,25g,25,g,1,344.25,not_stocked,xuguofeng,
2181-42-2,三甲基碘化锍,"
TRIMETHYLSULFONIUM IODIDE",毕得,10g,10,g,1,34.5,not_stocked,lichao,
105-53-3,,"
Diethyl malonate",,,,,1,22.5,not_stocked,admin,
30273-47-3,4-溴-5-氯-2-甲基苯胺,4-Bromo-5-chloro-2-methylaniline,毕得,25 g,25,g,1,175.5,not_stocked,zhangcaifang,
1260382-77-1,5-溴-6-氯吲唑,5-Bromo-6-chloro-1H-indazole,毕得,1 g,1,g,1,642,not_stocked,zhangcaifang,
118289-17-1,2-溴吡啶-4-甲醛,2-Bromopyridine-4-carboxaldehyde,毕得,10 g,10,g,1,284.25,not_stocked,zhangcaifang,
108-80-5,"1,3,5-三嗪-2,4,6-三酮","1,3,5-Triazinane-2,4,6-trione",毕得,25 g,25,g,1,22.5,not_stocked,zhangcaifang,
64-17-5,75%乙醇,ethanol,通广,5 L * 3,5,l,3,,not_stocked,zhangcaifang,
56962-04-0,3-溴-5-氯苯酚,3-Bromo-5-chlorophenol,毕得,5 g,5,g,1,108.75,running_out,zhangcaifang,
54582-35-3,N-(4-甲氧基苄基)脲,1-(4-Methoxybenzyl)urea,毕得,10 g,10,g,1,290.25,not_stocked,zhangcaifang,
7681-11-0,"	碘化钾","	Potassium iodide",毕得,100g,100,g,1,55.5,running_out,gengshihan,
766-98-3,4-氟苯乙炔,4-Fluorophenylacetylene,迈瑞达,5 g,5,g,1,112.8,running_out,zhangziyao,
622-76-4,1-苯基-1-丁炔,1-Phenyl-1-butyne,迈瑞达,5 g,5,g,1,196,running_out,zhangziyao,
1000343-69-0,6-溴-5-甲基-1H-吲唑,,虹湖联合,250mg,250,mg,1,188.6,not_stocked,xuguofeng,
1001907-60-3,(1-甲基-1H-吲唑-4-基)硼酸,(1-Methyl-1H-indazol-4-yl)boronic acid,虹湖联合,1g,1,g,1,474.72,not_stocked,xuguofeng,
875781-17-2,"5-溴吡唑并[3,4-b]吡啶","5-Bromopyrazolo[3,4-b]pyridine",虹湖联合,5g,5,g,1,193.5,not_stocked,xuguofeng,
2799-21-5,(R)-3-吡咯烷醇,(R)-3-Hydroxypyrrolidine,毕得,10g,10,g,1,115.5,running_out,xuguofeng,
148893-10-1,"2-(7-偶氮苯并三氮唑)-N,N,N',N'-四甲基脲六氟磷酸酯",HATU,乐研,25g,25,g,1,93,running_out,xuguofeng,
547-75-1,猪胆酸,HYOCHOLIC ACID,罗恩,5g,5,g,1,95,not_stocked,zhaoxinyi,
91-59-8,2-萘胺,2-Aminonaphthalene,泰坦,5g,5,g,1,40,running_out,chenlei,
134-32-7,"
1-萘胺",1-Naphthylamine,"	阿拉丁",25g,25,g,1,25.5,running_out,chenlei,
479-27-6,"	1,8-二氨基萘","	1,8-Diaminonaphthalene",毕得,25g,25,g,1,40.5,not_stocked,chenlei,
619-17-0,2-氨基-4-硝基苯甲酸,4-Nitroanthranilic acid,毕得,10g,10,g,1,33,not_stocked,chengzengrui,
4294-95-5,2-氨基-4-甲氧基苯甲酸,2-AMINO-4-METHOXY-BENZOIC ACID,毕得,5g,5,g,1,70.5,not_stocked,chengzengrui,
402-13-1,2-氨基-4-三氟甲基苯甲酸,2-AMINO-4-(TRIFLUOROMETHYL)BENZOIC ACID,毕得,5g,5,g,1,75,not_stocked,chengzengrui,
22037-28-1,3-溴呋喃,3-Bromofuran,欣恒研,1g,1,g,1,37.05,not_stocked,chengzengrui,
584-12-3,2-溴呋喃,"	2-Bromofuran",九鼎,1g,1,g,1,77.35,not_stocked,chengzengrui,
402-43-7,4-溴三氟甲苯,4-Bromobenzotrifluoride,欣恒研,10g,10,g,1,27.55,running_out,chengzengrui,
4076-50-0,(2-氨基-4-氯苯基)(苯基)甲酮,2-AMINO-4'-CHLOROBENZOPHEnot_stocked,毕得医药,1g,1,g,1,144,not_stocked,chengzengrui,
362-46-9,2-氨基-5-氟二苯甲酮,5-fluoro-2-aMinobenzophenot_stocked,源叶,1g,1,g,1,176.4,not_stocked,chengzengrui,
39859-36-4,2-苯甲酰-4-溴苯胺,2-Benzoyl-4-bromoaniline,欣恒研,1g,1,g,1,78.85,not_stocked,chengzengrui,
73482-96-9,辛酸铑,Rhodium(II)octanoatedimer,欣恒研,100mg,100,mg,1,634.6,not_stocked,chengzengrui,
2675-79-8,"1-溴-3,4,5-三甲氧基苯","1-Bromo-3,4,5-trimethoxybenzene",欣恒研,5g,5,g,1,119.7,not_stocked,chengzengrui,
5959-52-4,3-氨基-2-萘甲酸,3-Amino-2-naphthoic acid,毕得,5g,5,g,1,346.5,running_out,chengzengrui,
702-23-8,对甲氧基苯乙醇,"	4-METHOXYPHENETHYL ALCOHOL",毕得,5g,5,g,1,33,not_stocked,lvbin,
1875-88-3,4-氯苯乙醇,2-(4-Chlorophenyl)ethanol,毕得,5g,5,g,1,23,running_out,lvbin,
174913-12-3,3-溴-5-氯苯甲醚,1-Bromo-3-chloro-5-methoxybenzene,毕得,5g,5,g,1,124.5,not_stocked,zhangcaifang,
885270-32-6,1-溴甲基-3-氯-5-甲氧基苯,1-(Bromomethyl)-3-chloro-5-methoxybenzene,毕得,250 mg,250,mg,1,210,not_stocked,zhangcaifang,
1999/10/5,3，5-二羟基苯甲酸,"3,5-Dihydroxybenzoic acid",毕得,25g,25,g,1,22.5,not_stocked,mengjunhong,
611-32-5,8-甲基喹啉,"	8-Methylquinoline",泰坦,25g,25,g,1,32,running_out,lichao,
530-62-1,"N,N'-羰基二咪唑",,毕得,100g,100,g,1,48.75,running_out,xuguofeng,
4039-32-1,双三甲基硅基胺基锂,,虹湖联合,100ml,100,mL,1,143.1,running_out,xuguofeng,
67-56-1,甲醇，HPLC,MeOH,通广,2500mL,2500,mL,1,50,running_out,xuguofeng,
109-99-9,四氢呋喃，超干,THF,百灵威,500mL,500,mL,1,66,running_out,xuguofeng,
123-86-4,乙酸丁酯,n-Butyl acetate,通广,500mL*10,500,ml,10,130,running_out,zhaobinzhi,
872-50-4,1-甲基-2-吡咯烷酮,1-Methyl-2-pyrrolidinot_stocked,毕得,100g,100,g,1,22.5,not_stocked,gengshihan,
474-25-9,鹅去氧胆酸,,百灵威,5g,5,g,1,120,running_out,zhaoxinyi,
6674-22-2,"1,8-二氮杂双环[5.4.0]十一碳-7-烯","1,8-Diazabicyclo[5.4.0]undec-7-ene",毕得,100g,100,g,1,27,running_out,xuguofeng,
1634-04-4,甲基叔丁基醚,Methyl tert-butyl ether,通广,500mL,500,mL,1,12,running_out,xuguofeng,
67-63-0,异丙醇,Isopropyl alcohol,通广,500mL,500,mL,1,14,running_out,xuguofeng,
1693-74-9,氘代四氢呋喃,TETRAHYDROFURAN-D8,"
CIL",10g,10,g,1,2015,not_stocked,zhaobinzhi,
34193-38-9,氘代正丁醇-d10,n-Butanol-d10,百灵威J&K,5mL,5,mL,1,1705,not_stocked,zhaobinzhi,
1186-52-3,氘代乙酸-d4,Acetic acid-d4,百灵威J&K,10mL,10,mL,1,638,not_stocked,zhaobinzhi,
1071-37-0,乙基异硫脲氢溴酸盐,"	S-ETHYLISOTHIOUREA HYDROBROMIDE",毕得,25g,25,g,1,341.25,running_out,xuguofeng,
362-46-9,(2-氨基-5-氟苯基)(苯基)甲酮,5-fluoro-2-aMinobenzophenot_stocked,毕得,1 g,1,g,1,136.3,running_out,chengzengrui,
344-80-9,2-氨基-5-硝基-2-氟二苯甲酮,"	2-Amino-2'-fluoro-5-nitrobenzophenot_stocked",毕得,5g,5,g,1,68.25,not_stocked,chengzengrui,
2894-51-1,2-氨基-4'-氯二苯甲酮,2-Amino-4'-chlorobenzophenot_stocked,毕得,5g,5,g,1,83.25,not_stocked,chengzengrui,
677-22-5,叔丁基氯化镁,TERT-BUTYLMAGNESIUM CHLORIDE,阿拉丁,100ml,100,mL,1,45.9,not_stocked,chengzengrui,
104-95-0,1-溴-4-(甲硫基)苯,4-Bromothioanisole,毕得,10g,10,g,1,55.5,not_stocked,chengzengrui,
586-61-8,4-溴异丙苯,"	4-Bromocumene",毕得,5g,5,g,1,96,not_stocked,chengzengrui,
21324-40-3,六氟磷酸锂 ,Lithium hexafluorophosphate,毕得,5g,5,g,1,22.5,running_out,chenlei,
244761-29-3,二草酸硼酸锂,Lithium bis(oxalate)borate,凯国,5g,5,g,1,32.3,not_stocked,chenlei,
420-37-1,三甲基氧鎓四氟硼酸, Trimethyloxonium tetrafluoroborate,华威锐科,10g,10,g,1,94.35,running_out,wangxi,
16774-21-3,硝酸铈铵,,伊诺凯,500g,500,g,1,89,running_out,zhaoxinyi,
7789-38-0,"	溴酸钠",,百灵威,25g,25,g,1,56,not_stocked,zhaoxinyi,
80522-42-5,三异丙基硅基三氟甲磺酸酯 ,Triisopropylsilyl trifluoromethanesulfonate,安耐吉,5g,5,g,1,27,running_out,chenlei,
10025-64-6,高氯酸锂,ZINC PERCHLORATE,耦合,25g,25,g,1,106.54,not_stocked,chenlei,
,4-羟基-Α-氨基苯乙酮盐酸盐,4-hydroxy-alpha-aminoacetophenot_stocked,admas,25g,25,g,1,624,not_stocked,huotongyu,
54458-61-6,"2,3,4,5-四甲基-2-环戊烯酮",,百灵威,5g,5,g,1,70.55,not_stocked,zhangziyao,
142-29-0,环戊烯,Cyclopentene,虹湖联合,25ml,25,mL,1,24.65,not_stocked,zhangziyao,
930-69-8,苯硫酚钠,"	SODIUM THIOPHENOXIDE",毕得,5g,5,g,1,77.25,running_out,lichao,
1493-13-6,三氟甲磺酸,Trifluoromethanesulfonic acid,JK,25g,25,g,1,124,running_out,lvbin,
4946-14-9,对异丙基苯硫酚,,MACKLIN,1g,1,g,1,110.6,running_out,wanghongye,
547-75-1,猪胆酸,HYOCHOLIC ACID,罗恩,5g,5,g,1,95,not_stocked,zhaoxinyi,
4651-67-6,3α-羟基-7-氧代-5β-胆烷酸,,TCI,5g,5,g,1,276,not_stocked,zhaoxinyi,
993-07-7,,Trimethylsilane,伊诺凯,25g,25,g,1,118.15,not_stocked,zhangziyao,
118684-32-5,3-(溴甲基)苯基氨基甲酸叔丁酯,TERT-BUTYL 3-(BROMOMETHYL)PHENYLCARBAMATE,accela,1g,1,g,1,138,not_stocked,huotongyu,
446-48-0,2-氟溴苄,2-Fluorobenzyl bromide,jk,25g,25,g,1,35,running_out,huotongyu,
3958-57-4,3-硝基溴苄,3-Nitrobenzyl bromide,毕得,5g,5,g,1,33,running_out,huotongyu,
402-49-3,,4-(TRIFLUOROMETHYL)BENZYL BROMIDE,毕得,1g,1,g,1,22,not_stocked,huotongyu,
100-11-8,4-硝基苄溴,4-nitrobenzyl bromide,jk,5g,5,g,1,69,running_out,huotongyu,
239074-27-2,4-(溴甲基)苯基氨基甲酸叔丁酯,TERT-BUTYL 4-(BROMOMETHYL)PHENYLCARBAMATE,毕得,1g,1,g,1,397,not_stocked,huotongyu,
2417-72-3,4-溴甲基苯甲酸甲酯,,毕得,5g,5,g,1,23,not_stocked,huotongyu,
456-41-7,3-氟溴苄,3-Fluorobenzyl bromide,毕得,10g,10,g,1,31,running_out,huotongyu,
459-46-1,4-氟溴苄,4-Fluorobenzyl bromide,毕得,5g,5,g,1,23,not_stocked,huotongyu,
104-81-4,1-(溴甲基)-4-甲基苯,4-Methylbenzyl bromide,毕得,1g,1,g,1,23,running_out,huotongyu,
12135-22-7,"	氢氧化钯炭(20%)",,毕得,1g,1,g,1,124,not_stocked,zhaoxinyi,
2236129-81-8,"Benzenesulfonic acid, 2-(trifluoromethyl)-, 2-(2,2,2-trifluoroethylidene)hydrazide","Benzenesulfonic acid, 2-(trifluoromethyl)-, 2-(2,2,2-trifluoroethylidene)hydrazide",百灵威,1g,1,g,1,633,not_stocked,lichao,
358-23-6,三氟甲磺酸酐,Trifluoromethanesulfonic anhydride,毕得,25g,25,g,1,41,running_out,lichao,
142-04-1,"	苯胺盐酸盐","	Aniline hydrochloride",安耐吉,25g,25,g,1,27,not_stocked,gengshihan,
865-47-4,叔丁醇钾,Potassium tert-butoxide,毕得,100g,100,g,1,33,running_out,xuguofeng,
787618-22-8,"2-二环己基磷-2',6'-二异丙氧基-1,1'-联苯","2-DICYCLOHEXYLPHOSPHINO-2',6'-DIISOPROPOXYBIPHENYL",毕得,1g,1,g,1,27,not_stocked,xuguofeng,
60748-47-2,三(二亚苄- BASE丙酮)二钯,Tris(dibenzylideneacetone)dipalladium,毕得,1g,1,g,1,296.25,running_out,xuguofeng,
1071-37-0,S-乙基异硫脲氢溴酸盐,S-ETHYLISOTHIOUREA HYDROBROMIDE,毕得,25g,25,g,1,341.25,running_out,xuguofeng,
,二氧化硒,Selenium dioxide,百灵威,25g,25,g,1,69.7,degraded,lichao,
13400-13-0,氟化铯,Cesium fluoride,MACKLIN,25g,25,g,1,79.79,running_out,wanghongye,
81290-20-2,三氟甲基三甲基硅烷,Trimethyl(trifluoromethyl)silane,毕得,100g,100,g,1,318.75,running_out,wanghongye,
3741-38-6,亚硫酸亚乙酯,Ethylene Sulfite,毕得,100g,100,g,1,147.75,running_out,wanghongye,
,氯化钴 六水合物,"COBALT(II) CHLORIDE HEXAHYDRATE, REAGEN",,25G,25,g,1,37,not_stocked,zhaobinzhi,
5339-85-5,"
2-氨基苯乙醇","
2-Aminophenethanol",毕得,10g,10,g,1,54,not_stocked,dairongheng,
3375-31-3,醋酸钯,Palladium(II) acetate,毕得,1g,1,g,1,476.25,not_stocked,mengjunhong,
358-23-6,三氟甲磺酸酐,Trifluoromethanesulfonic anhydride,百灵威,25G,25,g,1,84.15,running_out,zhangziyao,
37595-74-7,N-苯基双(三氟甲基磺酰)亚胺,N-Phenyl bis(trifluoromethanesulfon)imide,百灵威,5G,5,g,1,65.45,not_stocked,zhangziyao,
830-13-7,环十二酮,Cyclododecanot_stocked,艾普希隆,5g,5,g,1,41.4,not_stocked,zhangziyao,
1634-04-4,甲基叔丁基醚,Methyl tert-butyl ether,通广,500mL,500,mL,1,12,running_out,wangxi,
100-65-2,苯基羟胺,N-Phenylhydroxylamine,毕得,1g,1,g,1,126,running_out,lvbin,
367-11-3,"1,2-二氟苯","1,2-Difluorobenzene",毕得,5g,5,g,1,27,not_stocked,lvbin,
1609-86-5,叔丁基异氰酸酯,tert-Butylisocyanate,虹湖联合,25mL,25,mL,1,87.55,running_out,xuguofeng,
29241-62-1,5-溴-6-氯烟酸,5-Bromo-6-chloronicotinic acid,毕得,5g,5,g,1,93,running_out,xuguofeng,
67-68-5,二甲基亚砜,,通广,500mL,500,mL,1,42,running_out,xuguofeng,
,"N,N-二甲基甲酰胺",,通广,500mL,500,mL,1,18,running_out,xuguofeng,
64-19-7,醋酸,,通广,500mL,500,mL,1,16,running_out,xuguofeng,
78385-26-9,3-溴甲基-3-甲基-1-氧杂环丁烷,3-BROMOMETHYL-3-METHYLOXETANE,毕得,1g,1,g,1,84,not_stocked,xuguofeng,
26272-85-5,3-碘氧杂环丁烷,3-iodooxetane,毕得,1g,1,g,1,22.5,not_stocked,xuguofeng,
198348-89-9,5-硝基吡唑-3-羧酸,5-Nitro-3-pyrazolecarboxylic acid,毕得,5g,5,g,1,146.25,not_stocked,xuguofeng,
142253-56-3,3-羟甲基氮杂环丁烷-1-羧酸叔丁酯,1-Boc-azetidine-3-ylmethanol,毕得,1g,1,g,1,22.5,not_stocked,xuguofeng,
474-25-9,鹅去氧胆酸,,百灵威,5g,5,g,1,120,running_out,zhaoxinyi,
88284-48-4,"	2-(三甲基甲硅烷基)苯基三氟甲磺酸酯","	2-(Trimethylsilyl)phenyl trifluoromethanesulfonate",百灵威,10,,,1,385,running_out,zhuminghui,
1628-89-3,"2-甲氧基吡啶
","2-Methoxypyridine
",百灵威,25g,25,g,1,137,running_out,zhuminghui,
372-48-5,"	2-氟吡啶","	2-Fluoropyridine
",百灵威,25g,25,g,1,208,running_out,zhuminghui,
5029-67-4,"	2-碘吡啶","	2-Iodopyridine
",毕得,25g,25,g,1,249,running_out,zhuminghui,
,"	2-溴吡啶
","2-Bromopyridine
",百灵威,25g,25,g,1,85,running_out,zhuminghui,
,2-氯吡啶,"	2-Chloropyridine",百灵威,26g,26,g,1,160,running_out,zhuminghui,
6213-94-1,"	乙烯氧基三甲基硅烷","VINYLOXYTRIMETHYLSILANE
",毕得,5g,5,g,1,400,not_stocked,zhuminghui,
148893-10-1,"2-(7-偶氮苯并三氮唑)-N,N,N',N'-四甲基脲六氟磷酸酯",HATU,jk,100g,100,g,1,618,running_out,huotongyu,
260-94-6,吖啶,Acridine,安耐吉,1g,1,g,1,52.2,running_out,chenlei,
2802-68-8,三氟化硼甲醇络合物,Boron trifluoride methyl alcohol complex,ACMEC,100ml,100,mL,1,124.2,not_stocked,chenlei,
373-61-5,三氟化硼乙酸络合物,Boron trifluoride acetic acid complex,阿拉丁,50ml,50,mL,1,52.7,not_stocked,chenlei,
